tag-local-identifier,date,timestamp,location-lat,location-long
4570,2016-08-30,2016-08-30 02:00:23.000,39.3983719,28.1066683
4570,2016-08-31,2016-08-31 02:00:23.000,39.3983755,28.1067094
4570,2016-09-01,2016-09-01 02:00:23.000,39.3637766,28.0955911
4570,2016-09-02,2016-09-02 02:00:23.000,39.2541511,28.1067551
4570,2016-09-03,2016-09-03 02:00:23.000,39.3636657,28.0943038
4570,2016-09-04,2016-09-04 02:00:23.000,39.3983662,28.1067239
4570,2016-09-05,2016-09-05 02:00:51.000,39.2387249,28.1785025
4570,2016-09-06,2016-09-06 02:05:53.000,39.2387244,28.178518
4570,2016-09-07,2016-09-07 02:00:53.000,39.2386751,28.178497
4570,2016-09-09,2016-09-09 08:00:23.000,39.2389328,28.1786899
4571,2016-06-23,2016-06-23 10:25:12.000,42.5266407,21.1127971
4571,2016-06-24,2016-06-24 02:00:23.000,42.52529,21.1141892
4571,2016-06-25,2016-06-25 02:00:23.000,42.5252894,21.1141751
4571,2016-06-26,2016-06-26 02:00:23.000,42.5253031,21.1141145
4571,2016-06-27,2016-06-27 02:00:23.000,42.5252782,21.1141733
4571,2016-06-28,2016-06-28 02:00:23.000,42.5252887,21.114175
4571,2016-06-29,2016-06-29 02:00:23.000,42.5253067,21.1141603
4571,2016-06-30,2016-06-30 02:00:23.000,42.5253049,21.1141612
4571,2016-07-01,2016-07-01 02:00:23.000,42.5253141,21.1141526
4571,2016-07-02,2016-07-02 02:00:23.000,42.5253327,21.1141368
4571,2016-07-03,2016-07-03 02:00:23.000,42.5252805,21.114164
4571,2016-07-04,2016-07-04 02:00:23.000,42.5253203,21.1141807
4571,2016-07-05,2016-07-05 02:00:23.000,42.5253094,21.1141527
4571,2016-07-06,2016-07-06 02:00:23.000,42.525298,21.1141594
4571,2016-07-07,2016-07-07 02:00:23.000,42.5252828,21.1141676
4571,2016-07-08,2016-07-08 02:00:23.000,42.5253138,21.1141833
4571,2016-07-09,2016-07-09 02:00:23.000,42.5252909,21.1141836
4571,2016-07-10,2016-07-10 02:00:23.000,42.5253028,21.1141925
4571,2016-07-11,2016-07-11 02:00:23.000,42.5252927,21.1141659
4571,2016-07-12,2016-07-12 02:00:23.000,42.525297,21.1141688
